,Timestamp,ms
338,2019-04-28 14:21:00.983265,36.006
339,2019-04-28 14:21:02.053365,33.217
340,2019-04-28 14:21:03.190716,8.414
341,2019-04-28 14:21:04.233707,35.1
342,2019-04-28 14:21:05.310259,37.193
343,2019-04-28 14:21:06.379591,26.039
344,2019-04-28 14:21:07.439465,31.785
345,2019-04-28 14:21:08.506593,46.549
346,2019-04-28 14:21:09.588417,33.179
347,2019-04-28 14:21:10.656557,9.951
348,2019-04-28 14:21:11.693958,32.165
349,2019-04-28 14:21:12.760711,42.166
350,2019-04-28 14:21:13.838426,17.224
351,2019-04-28 14:21:14.897836,42.306
352,2019-04-28 14:21:15.976834,31.946
353,2019-04-28 14:21:17.038071,34.963
354,2019-04-28 14:21:18.102066,9.543
355,2019-04-28 14:21:19.145541,42.881
356,2019-04-28 14:21:20.267903,35.769
357,2019-04-28 14:21:21.337909,6.717
358,2019-04-28 14:21:22.379783,58.8
359,2019-04-28 14:21:23.472105,31.618
360,2019-04-28 14:21:24.543981,11.137
361,2019-04-28 14:21:25.592073,10.237
362,2019-04-28 14:21:26.638133,31.895
363,2019-04-28 14:21:27.706960,9.881
364,2019-04-28 14:21:28.749161,49.348
365,2019-04-28 14:21:29.832605,33.64
366,2019-04-28 14:21:30.904949,11.194
367,2019-04-28 14:21:31.949566,25.349
368,2019-04-28 14:21:33.009172,6.97
369,2019-04-28 14:21:34.047801,7.019
370,2019-04-28 14:21:35.085655,31.847
371,2019-04-28 14:21:36.160447,9.062
372,2019-04-28 14:21:37.200023,31.85
373,2019-04-28 14:21:38.306673,31.819
374,2019-04-28 14:21:39.384105,5.504
375,2019-04-28 14:21:40.424789,32.695
376,2019-04-28 14:21:41.491010,32.092
377,2019-04-28 14:21:42.561510,34.933
378,2019-04-28 14:21:43.632950,4.266
379,2019-04-28 14:21:44.676008,32.216
380,2019-04-28 14:21:45.743559,32.001
381,2019-04-28 14:21:46.811607,73.148
382,2019-04-28 14:21:47.924347,42.313
383,2019-04-28 14:21:49.003441,7.049
384,2019-04-28 14:21:50.045957,38.619
385,2019-04-28 14:21:51.161529,7.206
386,2019-04-28 14:21:52.201189,11.901
387,2019-04-28 14:21:53.244695,7.178
388,2019-04-28 14:21:54.280247,8.95
389,2019-04-28 14:21:55.319453,31.935
390,2019-04-28 14:21:56.385349,32.879
391,2019-04-28 14:21:57.456274,8.23
392,2019-04-28 14:21:58.497146,30.951
393,2019-04-28 14:21:59.563873,57.684
394,2019-04-28 14:22:00.651993,7.884
395,2019-04-28 14:22:01.694354,10.664
396,2019-04-28 14:22:02.734995,51.671
397,2019-04-28 14:22:03.820879,32.019
398,2019-04-28 14:22:04.888160,7.489
399,2019-04-28 14:22:05.932135,38.258
400,2019-04-28 14:22:07.006592,31.764
401,2019-04-28 14:22:08.074491,11.342
402,2019-04-28 14:22:09.118897,9.942
403,2019-04-28 14:22:10.163326,31.758
404,2019-04-28 14:22:11.228715,32.025
405,2019-04-28 14:22:12.294506,76.493
406,2019-04-28 14:22:13.413891,31.469
407,2019-04-28 14:22:14.485440,33.79
408,2019-04-28 14:22:15.552656,129.834
409,2019-04-28 14:22:16.719543,8.805
410,2019-04-28 14:22:17.764020,31.864
411,2019-04-28 14:22:18.830416,33.223
412,2019-04-28 14:22:19.898797,18.017
413,2019-04-28 14:22:20.948963,34.336
414,2019-04-28 14:22:22.016583,31.857
415,2019-04-28 14:22:23.082364,33.75
416,2019-04-28 14:22:24.154501,9.089
417,2019-04-28 14:22:25.197572,31.776
418,2019-04-28 14:22:26.265714,88.164
419,2019-04-28 14:22:27.388056,6.835
420,2019-04-28 14:22:28.427221,31.805
421,2019-04-28 14:22:29.494481,32.358
422,2019-04-28 14:22:30.561713,33.867
423,2019-04-28 14:22:31.623094,14.809
424,2019-04-28 14:22:32.671761,31.768
425,2019-04-28 14:22:33.735139,35.13
426,2019-04-28 14:22:34.805516,32.667
427,2019-04-28 14:22:35.868396,39.745
428,2019-04-28 14:22:36.944606,42.299
429,2019-04-28 14:22:38.018361,8.583
430,2019-04-28 14:22:39.066187,9.22
431,2019-04-28 14:22:40.109647,34.036
432,2019-04-28 14:22:41.176115,33.757
433,2019-04-28 14:22:42.244033,32.717
434,2019-04-28 14:22:43.315552,32.985
